Sum of current_firm,Column Labels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,6,0,0,0,0,6,5,0,0,0,6,5,5,0,6,5,6,0,6,0,0,6,5,0,0,0,0,6,5,5,6,5,0,0,6,5,0,0,0,6,0,0,0,6,0,0,6,5,0,0,0,6,5,0,6,5,5,155
219,0,6,5,0,0,0,0,0,6,0,6,0,0,0,0,0,0,6,5,5,5,6,5,0,6,5,5,0,0,0,0,0,0,0,0,6,5,0,0,6,0,6,5,0,0,0,0,0,0,0,6,5,5,5,6,5,5,136
220,4,4,0,0,4,0,0,4,6,0,0,4,4,4,4,0,0,4,4,4,0,6,0,0,4,4,0,0,4,6,4,0,0,4,4,4,4,4,4,0,6,0,0,4,4,0,0,4,4,4,4,0,0,4,4,4,4,148
221,6,0,6,5,0,0,0,0,0,6,5,0,6,0,0,0,0,0,0,6,6,6,5,5,5,0,6,0,0,6,0,6,0,0,0,0,0,0,0,0,6,5,0,0,0,6,5,5,5,5,6,5,0,6,5,0,0,144
222,4,0,0,0,0,0,6,5,0,0,0,0,0,6,5,6,5,5,5,0,6,5,5,6,6,5,0,6,5,6,6,5,0,6,5,6,5,5,5,6,5,0,0,0,0,0,0,0,6,5,0,0,0,6,5,0,0,173
223,4,4,4,4,0,0,0,0,0,0,0,6,0,6,4,0,0,0,0,0,6,0,0,0,6,4,0,0,0,0,0,6,4,4,4,0,0,0,0,0,0,6,0,0,0,0,6,0,6,4,0,0,0,6,0,0,6,100
224,4,4,4,4,4,4,4,4,4,4,4,0,0,4,4,4,4,4,6,6,0,0,4,4,4,4,4,6,6,4,4,4,4,4,4,4,4,4,4,4,6,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,214
225,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,6,0,0,0,0,0,0,192
226,4,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,6,5,5,5,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,5,5,79
227,0,0,6,0,0,0,6,4,6,4,4,4,0,0,6,4,0,0,0,0,0,0,0,0,6,0,0,0,6,4,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,4,4,4,0,0,0,0,0,88
228,4,4,4,4,4,4,4,4,6,0,6,6,6,0,6,0,0,0,6,4,6,0,0,0,0,0,0,0,6,6,0,0,0,6,6,0,0,0,6,6,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,6,6,138
229,0,0,6,0,0,0,6,0,6,4,4,4,0,0,0,0,6,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,6,4,0,0,0,6,4,6,0,0,0,0,6,0,0,92
230,4,0,0,6,4,0,0,0,0,6,4,0,0,0,0,0,0,0,6,4,6,4,6,4,0,0,0,0,0,0,0,0,0,6,4,0,0,0,6,4,0,0,0,6,4,6,4,0,0,0,0,0,0,0,6,4,0,104
231,4,4,4,0,0,4,4,4,4,0,6,4,0,0,4,4,4,6,0,6,0,0,4,0,6,0,0,4,4,4,4,0,0,4,4,4,4,0,6,0,6,0,0,4,4,6,4,0,0,4,4,4,6,0,0,4,0,156
232,0,6,4,4,0,0,4,0,0,4,4,0,0,4,4,6,0,0,4,6,4,4,0,0,4,4,4,0,0,4,4,4,4,0,6,4,0,0,4,4,4,0,0,4,4,4,4,4,0,0,4,4,4,4,0,0,4,148
233,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,0,0,4,0,0,4,4,6,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,0,6,0,0,4,4,4,4,4,4,6,192
234,0,0,6,0,0,0,6,3,6,3,6,3,0,6,0,6,3,0,0,6,3,0,0,6,3,3,0,0,6,3,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,6,3,6,3,6,3,0,123
235,6,0,0,0,0,6,4,0,6,4,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,6,0,0,0,6,4,4,0,0,0,0,0,6,4,6,4,0,0,0,6,4,0,6,4,4,0,100
236,4,4,4,4,6,0,6,6,6,0,0,0,6,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,6,0,0,6,4,4,0,6,4,4,0,6,0,0,0,0,0,0,6,0,0,6,6,0,0,0,0,0,0,116
237,4,4,4,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,6,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,74
238,4,4,4,4,0,0,4,6,4,0,0,4,0,0,4,0,0,4,6,4,4,6,4,4,4,4,0,0,4,0,0,4,0,0,4,4,6,4,4,4,0,0,4,0,0,4,4,0,0,4,4,6,0,0,4,0,0,142
239,6,5,5,5,5,5,6,5,5,5,5,5,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,6,0,181
240,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,228
241,6,4,0,0,0,6,0,0,0,0,0,0,0,0,6,4,0,0,0,0,6,0,6,4,4,0,0,0,6,4,6,4,4,6,4,4,6,4,0,0,0,0,0,0,6,4,0,0,0,6,4,4,0,0,0,6,0,124
242,0,6,4,0,6,4,6,6,4,0,6,4,0,0,0,0,6,4,0,0,6,4,0,0,6,4,0,0,6,4,0,0,0,0,0,6,0,0,0,6,4,0,6,4,0,0,6,4,0,0,0,0,0,0,0,0,0,122
243,0,6,4,6,4,4,6,4,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,6,4,0,0,6,4,0,0,0,0,0,0,0,0,0,6,4,0,6,0,0,0,6,4,6,4,0,0,0,0,0,100
244,4,6,0,0,0,0,0,6,5,5,0,0,6,5,5,5,5,5,6,5,0,0,0,6,5,5,0,0,0,0,0,0,0,6,5,5,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106
245,6,5,6,5,0,0,0,0,0,0,0,0,6,6,5,0,0,6,5,5,0,0,6,5,0,0,6,0,6,6,5,0,0,0,0,0,0,0,0,6,5,0,6,5,0,6,5,0,6,5,0,0,6,5,0,0,6,150
246,0,0,6,5,0,6,5,0,0,6,5,0,0,0,0,6,5,0,0,0,0,0,0,0,6,5,0,0,6,5,6,5,6,5,0,0,0,6,5,6,5,0,0,0,0,6,5,0,6,5,0,0,0,6,5,0,6,149
247,6,5,0,0,0,0,0,6,5,0,6,5,5,0,0,0,6,5,0,0,0,0,6,5,6,0,6,5,0,0,0,0,0,6,5,6,5,0,6,5,0,6,5,0,0,0,0,0,0,0,6,0,6,5,0,0,0,138
248,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,6,6,4,6,0,0,0,0,0,6,0,0,6,4,6,4,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,6,4,0,6,4,6,4,0,0,6,104
249,4,4,4,4,4,0,6,0,0,4,4,0,0,4,6,4,6,6,0,0,4,4,4,6,0,0,4,4,4,4,4,6,0,0,4,6,4,4,4,4,6,6,0,6,6,4,0,6,0,0,4,4,4,4,4,0,0,184
250,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,6,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,6,0,6,0,0,0,0,6,0,6,0,0,0,0,6,0,6,0,0,6,0,0,130
251,4,4,0,0,0,0,6,3,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,6,6,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6,6,65
252,4,0,0,0,0,6,6,0,0,0,0,6,0,0,0,0,0,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,6,70
253,4,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,38
254,0,0,4,4,0,6,4,4,0,0,4,0,0,4,4,6,4,0,0,4,6,4,0,0,4,0,0,4,6,6,4,4,0,0,4,4,4,0,6,4,6,4,0,0,4,4,6,0,0,4,0,0,4,6,0,6,4,156
255,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,6,5,0,0,0,0,0,0,6,5,6,5,0,0,0,0,6,5,0,0,0,0,6,5,0,0,6,5,6,5,0,0,0,0,0,0,0,99
256,6,4,0,0,4,4,0,6,4,0,0,4,0,0,4,6,4,4,0,0,4,0,0,4,0,0,4,0,0,4,0,6,4,4,0,6,4,6,0,6,4,0,0,4,0,0,4,0,6,4,0,6,6,4,0,0,4,144
257,4,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,6,0,0,0,6,6,5,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,6,5,5,6,6,0,95
258,4,6,5,0,0,6,5,0,0,0,0,6,5,5,0,6,0,6,5,0,0,0,0,6,5,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,6,98
259,0,0,4,0,6,4,0,0,4,0,0,4,0,0,4,0,0,4,0,6,0,0,4,0,0,4,0,0,4,6,4,0,0,4,0,0,4,0,0,4,0,0,4,6,4,0,0,4,0,6,4,0,0,4,0,0,4,106
260,0,6,4,0,6,4,4,4,0,0,4,6,4,6,0,0,4,4,6,4,4,0,6,4,0,0,4,0,6,4,0,6,4,4,0,0,4,6,4,4,4,6,4,0,6,4,0,0,4,4,6,4,0,0,4,6,0,178
261,0,0,6,0,0,0,0,6,4,4,4,0,0,6,0,0,0,0,0,6,4,6,0,6,0,6,6,6,4,4,0,0,0,6,0,0,6,0,0,0,6,0,6,4,0,6,4,4,4,4,4,4,0,0,0,0,0,136
262,6,5,5,5,5,5,5,5,5,5,5,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,6,6,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,104
263,6,4,0,6,4,4,0,0,4,0,6,4,4,0,0,4,0,0,4,4,0,0,4,0,0,4,4,4,6,4,4,0,0,4,0,0,4,0,0,4,4,0,0,4,6,4,0,0,4,4,4,4,0,0,4,0,0,134
264,4,4,4,4,0,0,6,0,0,0,6,4,4,4,4,4,0,0,6,0,0,0,0,0,0,0,0,0,0,6,4,4,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,86
265,4,0,0,0,0,0,0,6,4,0,6,0,0,0,6,4,4,6,6,6,6,6,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,6,6,0,6,4,4,4,4,138
266,6,4,0,6,4,0,0,0,6,4,6,0,0,0,0,0,0,0,6,4,4,6,6,4,4,4,4,4,0,0,6,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,6,116
267,6,5,5,6,0,0,0,6,5,0,0,6,0,6,5,6,0,0,0,0,6,0,0,0,0,6,5,5,5,5,5,5,5,6,0,0,6,5,5,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,137
268,4,4,0,6,5,5,5,5,5,5,5,5,5,0,0,0,6,5,5,5,5,5,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,6,6,5,0,0,0,130
269,4,6,4,0,0,6,0,0,0,6,4,4,4,4,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6,6,6,0,0,0,0,0,0,0,0,0,0,6,6,0,0,6,96
270,0,6,6,6,8,0,0,0,0,6,8,0,0,6,0,0,0,6,0,0,0,6,0,8,0,0,0,6,0,0,0,6,0,0,0,0,0,6,0,0,0,6,0,0,0,6,0,6,0,6,8,0,0,6,6,0,0,128
271,0,6,8,0,6,6,6,8,0,6,8,0,0,0,6,0,8,8,0,0,0,0,6,8,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,6,0,0,0,0,0,0,6,8,0,0,0,0,6,0,8,0,8,144
272,4,0,0,0,6,5,5,5,5,5,0,0,6,0,0,0,0,6,5,0,0,6,0,0,6,6,6,5,5,5,5,5,5,0,0,0,6,0,0,0,6,0,6,6,0,0,6,0,0,0,0,0,6,6,0,6,0,154
273,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,6,0,8,8,0,0,0,0,0,6,8,8,0,0,0,0,0,0,0,0,6,0,122
274,4,4,4,4,0,6,6,6,0,0,0,0,6,3,3,3,0,0,0,0,0,0,0,0,6,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,3,3,6,6,0,0,100
275,4,6,5,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,6,5,5,0,6,5,6,5,0,0,6,5,6,5,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,6,5,0,0,0,0,0,6,114
276,0,6,5,5,6,5,0,0,0,0,0,0,0,0,0,0,6,5,6,5,6,6,5,0,0,6,5,5,0,0,6,5,5,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109
277,5,5,5,5,5,5,5,0,0,0,6,8,8,8,8,8,0,0,0,0,6,6,0,0,0,0,0,6,8,0,0,6,0,6,0,0,0,0,6,0,0,6,0,6,0,6,0,0,0,0,0,6,0,0,0,0,0,149
278,5,5,5,0,0,0,6,5,5,0,6,0,0,0,0,0,0,6,5,6,0,6,5,5,5,6,5,0,0,0,6,0,6,5,0,6,0,0,6,0,0,0,6,0,0,0,6,5,5,6,0,0,6,0,0,0,0,149
279,8,8,0,6,0,0,0,0,8,0,0,0,0,8,0,8,8,8,8,6,0,0,0,8,8,0,0,0,0,8,0,6,6,8,6,8,0,0,8,0,0,0,0,8,0,0,0,0,0,0,8,8,0,8,8,0,6,188
280,6,5,6,5,0,0,0,0,0,6,5,6,5,6,5,0,0,6,5,0,0,0,0,0,0,0,0,6,5,0,0,0,6,0,0,6,5,6,5,0,0,0,0,0,0,0,6,5,0,0,0,6,5,0,0,0,0,127
281,5,6,3,3,3,6,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,6,3,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,6,3,3,3,3,3,83
282,6,5,0,0,6,5,0,6,5,0,0,0,6,5,5,5,0,6,5,0,0,0,0,6,5,0,0,0,6,5,0,0,0,0,0,0,0,0,6,5,0,0,6,5,0,0,0,0,0,0,6,5,0,0,0,0,0,120
283,0,0,0,0,0,6,0,0,0,0,6,8,0,0,0,0,0,6,0,0,0,0,0,6,0,0,6,6,6,0,0,0,0,0,6,8,6,8,0,0,0,0,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,92
284,0,0,0,0,6,0,0,6,5,5,0,0,0,0,6,5,0,6,5,6,5,0,0,0,0,0,0,0,0,0,0,0,0,6,6,5,0,0,6,5,0,0,0,6,0,0,0,6,5,0,0,0,6,0,6,5,5,122
285,0,0,6,6,0,0,0,6,3,6,3,0,0,0,6,0,0,0,6,3,0,0,6,6,0,6,0,0,0,0,6,3,3,3,6,3,3,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,6,6,0,6,120
286,8,8,0,0,8,0,0,8,8,8,0,0,8,6,0,0,8,0,0,8,0,8,0,0,0,8,8,0,0,0,8,0,0,8,0,8,0,8,0,8,0,0,0,0,8,0,0,8,0,0,0,0,8,0,0,0,0,166
287,5,5,5,5,5,5,5,0,0,6,0,0,6,0,0,6,0,0,0,0,0,0,6,0,0,6,0,0,6,0,0,0,6,0,6,0,0,0,0,6,0,0,0,0,0,0,6,6,6,0,0,6,6,0,0,0,6,125
288,5,5,0,0,0,0,0,6,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,6,0,0,6,6,0,0,0,6,6,6,0,0,0,6,6,6,0,0,6,6,0,0,0,0,6,3,115
289,0,0,6,8,0,0,6,0,8,0,0,0,0,0,0,0,6,0,8,0,0,0,0,6,8,0,0,0,0,0,6,0,0,6,0,8,6,0,0,0,0,0,6,8,0,0,0,0,0,0,0,6,8,0,0,0,0,110
290,8,0,0,8,0,0,0,8,0,6,0,8,0,0,8,8,0,0,8,0,6,0,8,0,0,0,8,0,6,0,8,0,0,0,8,0,0,0,0,0,0,8,0,0,0,8,8,0,0,0,0,0,8,0,0,8,0,146
291,5,5,0,0,0,0,0,6,5,5,5,5,0,6,5,6,6,6,0,6,5,5,0,0,0,0,0,0,0,0,0,0,6,6,5,5,0,0,0,0,0,6,5,6,0,0,0,6,0,0,0,0,0,6,0,6,0,138
292,5,0,0,6,0,6,0,0,0,0,0,0,0,0,6,5,5,5,5,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,6,0,6,0,6,0,0,6,0,0,91
293,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,6,5,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,6,5,0,0,0,0,6,0,6,5,0,0,0,0,0,6,5,5,0,0,6,5,89
294,5,6,5,5,5,5,5,5,5,6,5,5,5,5,5,5,6,6,0,6,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,5,5,0,0,0,0,0,0,0,6,5,0,0,0,0,144
295,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,6,5,0,0,6,5,0,0,6,5,6,5,0,6,5,5,0,0,6,5,0,6,5,0,0,6,5,0,0,0,115
296,5,5,0,0,0,6,5,5,6,0,0,0,0,0,6,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,6,5,5,5,95
297,5,6,0,0,0,0,0,0,6,0,6,0,0,0,6,0,0,6,6,5,5,0,0,0,0,6,0,0,6,0,0,6,6,6,6,0,0,6,0,6,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,111
298,6,0,0,0,0,0,0,0,0,6,3,0,0,6,3,0,6,3,0,6,3,0,0,0,0,0,0,6,3,6,3,0,0,0,0,6,3,3,0,0,0,0,0,0,0,6,3,0,0,6,3,0,0,6,3,0,0,99
299,0,0,0,0,0,0,6,5,0,0,6,5,0,6,5,5,0,6,5,5,5,5,5,5,5,0,6,5,5,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,5,6,5,5,5,0,0,0,0,0,0,6,139
300,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,285
301,5,5,0,0,0,0,6,5,5,5,5,5,5,5,5,5,0,0,6,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,6,0,0,6,6,0,6,0,0,6,5,5,5,5,5,5,5,5,5,5,5,164
302,5,5,0,0,0,0,6,8,6,0,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,6,0,6,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,80
303,0,0,0,0,0,0,6,3,0,0,0,6,3,0,0,6,3,0,0,0,0,0,0,0,0,0,0,6,3,0,6,3,0,0,0,0,6,3,0,6,3,0,0,0,6,3,0,0,0,0,0,0,6,3,0,0,0,81
304,0,6,5,0,0,0,0,0,6,5,0,6,5,0,6,5,0,0,0,0,0,0,0,0,0,0,6,5,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,6,0,6,5,0,0,0,0,6,5,0,6,5,6,111
305,5,5,5,5,5,5,5,5,5,5,5,6,5,6,5,0,6,0,0,0,0,0,6,0,0,0,0,6,6,6,6,5,5,0,0,0,6,0,6,6,5,5,5,5,5,5,5,0,0,0,0,0,6,0,0,0,0,182
306,0,6,0,0,6,5,5,5,0,0,0,0,0,0,0,6,5,0,0,0,0,0,6,6,5,5,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,6,0,0,0,6,5,0,6,6,0,0,0,0,6,5,0,112
307,0,0,0,6,3,3,0,0,6,0,0,0,6,3,0,0,0,0,0,0,0,0,6,3,0,6,3,0,0,0,0,0,6,3,0,0,6,0,0,0,0,0,0,6,0,0,0,0,6,3,3,0,0,6,3,3,0,90
308,5,0,0,0,0,0,0,0,0,6,0,6,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,3,0,0,0,6,0,0,0,0,0,0,0,6,3,3,3,0,0,0,65
309,5,5,6,5,6,0,0,0,0,0,0,6,6,6,6,0,0,0,0,6,6,5,5,5,0,0,0,0,0,0,0,6,6,0,6,5,5,5,5,5,5,6,0,0,0,0,0,0,0,0,6,5,5,0,0,0,0,148
310,0,0,0,0,6,5,5,0,0,6,6,0,0,6,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,6,0,0,6,82
311,0,6,3,0,0,0,0,0,0,6,0,0,0,0,6,0,6,3,3,0,0,6,6,3,3,3,3,6,3,0,0,0,6,0,0,0,0,0,0,0,6,0,6,0,6,0,0,0,0,0,0,6,3,0,6,3,0,108
312,5,5,8,0,6,8,8,0,0,8,0,8,0,0,8,8,0,0,8,0,8,8,0,0,0,8,6,0,0,0,8,0,0,8,0,0,0,8,0,0,8,0,0,8,0,0,0,0,8,0,0,8,0,8,0,6,0,180
313,6,5,5,5,5,0,0,6,5,0,0,0,0,0,6,0,0,0,0,0,6,6,0,0,6,0,0,6,5,5,0,6,6,0,0,0,0,0,0,6,0,6,0,0,0,6,0,0,0,0,0,0,6,5,5,0,0,123
314,5,6,0,0,0,0,0,0,0,0,6,5,0,6,5,0,0,0,0,0,0,6,6,0,6,5,6,0,0,0,6,0,6,0,0,0,0,0,0,6,5,5,0,0,0,6,5,0,6,5,5,6,5,6,5,6,5,150
315,0,0,0,0,6,0,6,0,0,6,0,0,6,6,0,0,0,0,0,6,6,0,0,6,0,0,0,6,0,6,0,6,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,4,4,4,4,104
316,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,5,5,0,0,0,6,6,5,0,0,0,0,6,0,0,0,0,0,6,6,5,5,5,6,5,5,5,5,5,5,0,0,0,0,6,0,0,0,0,6,0,6,126
317,6,5,6,0,0,0,0,0,0,6,5,6,5,0,0,6,5,5,0,0,0,0,0,0,6,5,0,0,0,0,6,5,6,5,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,6,5,0,0,0,6,5,0,121
318,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,6,0,0,0,0,6,0,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,6,0,0,6,0,174
319,5,5,0,0,0,0,6,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,5,5,5,5,5,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,5,5,0,6,0,0,98
320,6,0,0,0,6,4,0,0,6,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,4,6,4,0,6,0,6,4,0,0,6,4,6,0,6,4,0,0,0,6,0,6,4,6,4,0,6,4,130
321,5,5,5,5,5,5,5,5,0,6,5,5,5,5,5,5,5,6,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,5,5,5,5,5,5,5,146
322,5,6,5,6,5,5,0,0,0,6,5,6,5,0,6,5,6,5,0,0,6,5,0,0,0,6,5,6,5,0,6,5,0,0,6,5,0,0,0,0,0,0,0,0,0,6,5,0,0,0,6,6,5,0,0,6,5,170
323,5,5,0,0,0,0,0,6,0,0,6,3,3,0,0,0,6,3,3,3,0,6,3,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,6,3,6,3,6,6,0,6,0,0,6,3,0,0,6,3,0,6,0,121
324,5,5,5,5,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,5,5,5,5,6,5,5,0,0,6,5,0,0,0,6,0,0,0,0,0,0,6,5,5,5,5,5,0,0,122
325,0,0,6,6,0,6,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,6,5,0,6,5,5,0,0,0,6,81
326,6,0,0,6,0,0,0,0,0,0,0,0,6,5,5,0,6,5,0,6,5,5,0,6,5,0,0,0,6,0,0,6,5,5,0,6,5,0,0,0,0,0,6,5,5,5,5,0,0,0,0,0,0,0,6,0,6,137
327,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,6,6,0,0,0,0,0,0,6,0,0,6,6,0,0,0,0,6,0,0,0,0,6,6,0,0,0,0,0,6,6,6,5,5,5,5,5,5,5,166
328,5,5,5,5,6,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6,5,6,5,5,5,0,0,6,6,0,0,0,0,0,6,0,6,5,5,5,0,115
329,0,6,5,5,0,0,6,0,6,6,0,6,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,5,5,0,0,0,6,6,0,6,5,5,5,5,0,0,0,0,112
330,6,4,6,4,0,0,0,0,0,6,6,6,4,4,0,0,0,0,0,0,0,0,6,4,4,0,0,6,4,4,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,4,0,0,0,0,6,4,0,6,4,116
331,5,6,0,0,0,0,0,0,0,6,0,8,8,6,0,8,6,0,8,0,6,0,0,6,8,0,0,0,0,0,0,6,8,0,6,8,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,8,0,129
332,5,0,0,0,8,0,0,0,8,0,0,8,0,0,8,6,0,0,8,0,0,8,0,0,8,6,8,0,0,8,0,0,8,0,0,8,0,0,0,0,0,0,8,0,0,0,8,0,0,0,8,0,0,0,0,8,0,137
333,8,0,0,8,8,0,8,6,8,8,8,0,0,0,0,8,0,0,0,8,8,0,0,8,0,0,0,0,8,8,0,8,0,0,0,8,0,0,8,0,0,0,8,0,0,0,8,0,0,0,8,0,0,0,0,8,0,166
334,5,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,8,0,6,8,0,0,0,6,0,0,0,6,0,8,0,0,0,0,6,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,93
