Sum of current_firm,Column Labels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,6,0,6,5,0,0,0,0,0,0,6,6,5,0,0,0,6,0,0,0,0,6,5,0,0,0,6,5,0,0,6,0,6,5,6,6,5,0,0,0,0,0,0,0,0,0,6,5,5,5,0,6,6,0,0,0,0,129
336,6,6,6,5,5,0,0,0,6,5,5,0,0,6,5,5,5,5,6,0,6,0,0,0,6,0,0,0,0,6,5,0,6,0,0,0,0,0,6,5,5,0,6,5,0,0,0,0,6,5,5,6,0,0,0,0,6,160
337,5,5,6,0,0,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,0,0,0,6,8,8,0,6,0,8,6,0,8,0,6,0,0,0,0,0,0,0,6,8,0,0,0,6,120
338,5,5,5,5,5,5,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,6,6,0,0,0,0,0,0,6,0,0,6,6,0,0,95
339,6,5,5,5,5,5,5,5,0,6,6,0,0,0,0,0,0,6,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,6,5,5,0,0,6,0,0,0,0,105
340,5,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,3,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,56
341,5,5,5,5,5,0,8,8,0,0,8,0,6,0,0,8,0,0,0,8,8,8,8,8,0,0,0,8,8,8,0,0,8,0,6,0,0,8,0,8,0,0,8,6,6,8,0,0,8,8,8,8,0,0,8,0,8,233
342,5,5,5,8,6,8,8,0,0,8,0,8,8,0,0,8,0,0,8,0,6,6,0,0,0,8,8,6,0,0,8,8,8,8,8,0,0,8,8,8,0,0,0,0,0,0,8,0,6,0,0,8,8,6,0,8,8,235
343,0,6,3,6,0,0,0,0,0,6,3,0,6,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6,0,6,3,0,0,6,0,0,0,6,3,6,6,3,0,0,0,0,0,0,6,3,0,6,3,6,108
344,5,5,5,0,6,8,8,8,0,8,8,0,0,0,0,0,0,6,0,6,0,6,0,0,0,0,6,0,6,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,6,8,0,8,0,0,0,6,131
345,5,5,5,5,6,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,6,6,0,8,0,0,0,6,6,0,0,0,6,8,0,0,6,8,8,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,124
346,0,6,0,6,3,3,0,0,0,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,60
347,5,0,0,0,0,0,0,0,6,0,0,6,0,6,0,0,0,6,0,0,0,0,6,5,5,0,0,0,0,0,0,0,0,6,0,6,0,6,0,0,0,6,6,0,0,0,0,6,5,5,0,6,0,6,0,0,6,109
348,5,5,0,0,0,0,6,5,5,6,5,0,6,0,0,6,5,5,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,6,5,6,6,5,0,0,0,0,6,5,5,0,0,0,6,0,0,0,6,0,0,127
349,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,6,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,130
350,5,5,5,5,5,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,6,0,6,0,0,6,3,3,3,3,3,3,3,3,0,6,0,6,6,0,0,0,6,0,0,6,0,0,0,6,127
351,5,5,5,5,5,5,6,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,84
352,0,6,3,6,3,0,0,0,0,0,0,0,6,0,0,6,3,3,3,6,3,3,3,3,0,6,3,0,0,0,0,0,0,6,3,3,0,6,0,6,6,6,3,3,0,6,3,6,0,0,0,0,0,6,0,0,0,129
353,0,0,6,0,0,0,0,0,0,0,0,0,0,6,0,0,6,6,0,0,0,0,0,6,0,6,0,0,6,6,0,0,0,0,0,0,0,6,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66
354,6,0,8,8,8,0,0,0,0,0,0,0,0,0,0,6,0,0,6,8,0,0,0,0,0,0,0,0,0,6,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,6,0,0,0,98
355,3,6,3,3,6,0,0,0,0,0,0,0,0,0,6,0,6,3,0,6,3,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,6,3,0,6,3,6,3,0,0,0,6,3,0,0,6,3,0,0,0,0,0,99
356,0,0,0,0,0,0,0,0,6,0,6,0,0,6,0,0,6,0,6,6,6,0,0,0,6,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,6,0,6,6,6,0,96
357,8,8,6,8,0,0,6,8,0,0,0,6,0,8,0,0,0,6,6,0,8,0,8,0,6,8,6,0,0,6,8,8,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,154
358,3,0,0,6,3,6,3,0,0,0,0,6,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,6,3,0,0,0,6,3,6,3,6,0,0,0,0,6,3,0,6,3,0,6,3,0,0,6,3,0,6,3,0,114
359,0,0,0,0,6,5,5,5,5,5,5,5,5,5,0,0,0,6,6,0,0,6,0,0,0,0,0,0,6,5,5,6,0,6,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,6,5,6,6,0,0,132
360,0,0,6,0,0,0,6,0,6,0,0,0,0,0,0,0,6,0,0,0,0,6,0,6,0,0,0,6,8,6,6,6,0,0,6,6,0,6,0,0,0,6,0,0,6,6,8,0,6,8,8,0,0,0,0,0,0,134
361,6,0,0,6,5,0,0,0,0,0,0,0,6,5,0,6,0,0,6,5,5,5,0,6,5,5,5,6,5,6,0,0,6,5,6,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,5,0,0,0,0,133
362,6,8,6,6,0,0,0,0,0,0,0,6,6,0,0,6,8,0,0,0,6,0,0,6,0,0,6,8,0,8,0,0,0,0,6,0,0,0,6,0,0,6,8,0,0,6,8,8,0,0,0,0,0,0,0,6,6,146
363,8,6,8,0,0,0,6,8,6,8,8,0,0,6,8,0,6,0,8,0,0,6,0,0,0,0,0,0,0,6,8,0,0,0,0,0,6,8,0,0,0,0,6,6,0,8,8,0,0,6,0,0,0,6,0,8,0,168
364,5,6,0,0,6,6,0,0,0,6,5,0,0,0,0,0,6,5,5,0,0,0,0,0,6,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,6,0,0,0,0,0,6,0,0,95
365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,5,5,5,5,5,0,0,0,6,6,5,5,5,5,5,5,0,0,6,0,0,0,0,0,6,5,5,5,5,5,5,0,0,6,6,6,0,138
366,5,0,0,0,6,5,0,0,0,6,5,0,0,6,0,6,5,6,5,5,5,5,6,5,6,5,0,6,5,6,5,0,0,0,6,5,0,0,6,5,6,0,0,0,0,0,6,5,0,0,6,5,0,0,0,0,0,164
367,5,0,0,0,0,0,6,5,0,0,0,6,5,0,0,0,6,5,0,6,5,0,6,5,0,6,5,0,0,6,5,0,0,0,0,6,5,0,0,0,0,0,0,6,5,0,6,5,6,5,0,0,6,5,0,0,6,143
368,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,0,0,0,0,6,0,0,6,0,0,0,0,6,0,0,0,0,6,6,6,0,0,6,6,6,5,5,5,5,5,5,215
369,5,6,5,0,6,5,6,5,0,0,0,0,0,6,5,6,5,6,5,0,0,6,5,6,5,0,0,6,5,0,0,0,0,0,0,0,0,6,5,0,6,5,0,0,0,0,0,6,5,0,6,5,6,5,0,0,6,165
370,0,0,8,6,8,8,8,0,0,8,8,8,8,0,8,0,0,8,8,0,6,0,0,0,8,8,8,8,0,8,0,6,0,0,8,0,0,8,8,8,0,0,8,0,6,0,6,0,0,8,8,0,0,0,0,8,8,230
371,6,6,0,0,0,0,8,0,8,8,8,0,8,0,0,8,8,0,0,0,0,8,0,0,8,8,0,8,8,0,8,8,8,0,0,8,0,0,8,8,8,8,8,8,0,0,8,8,8,8,8,8,8,8,8,8,8,276
372,3,0,0,0,0,0,0,0,6,0,0,6,3,0,0,0,0,0,0,0,0,0,6,3,0,6,0,0,0,0,0,0,6,3,6,3,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,66
373,6,0,0,0,0,6,0,0,6,0,6,6,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,6,4,4,4,4,6,0,6,6,0,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,94
374,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,6,0,0,0,0,36
375,6,6,6,0,6,8,0,0,0,6,0,8,8,0,0,0,0,6,0,0,6,0,0,0,0,0,0,6,8,0,0,0,0,0,6,8,0,0,6,8,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122
376,0,0,6,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,6,5,0,0,0,0,0,0,6,5,6,0,0,0,0,6,5,5,0,0,6,0,0,0,0,108
377,3,3,3,3,3,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,3,3,0,0,0,0,0,0,6,6,0,6,0,0,0,0,0,0,0,0,0,60
378,8,0,0,0,0,8,0,0,8,0,0,8,0,0,8,0,6,8,6,8,0,0,8,8,0,0,8,0,0,0,0,8,0,0,0,0,0,0,8,0,0,0,0,0,8,0,0,8,6,8,6,8,0,0,8,0,0,160
379,5,5,5,5,5,5,0,6,5,0,0,0,6,5,5,5,0,0,0,0,6,5,5,0,0,0,0,0,0,0,0,0,6,5,6,6,0,0,0,6,0,6,5,0,0,0,0,0,0,0,0,6,5,6,6,5,5,151
380,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,6,5,6,5,0,0,6,5,0,0,6,5,0,0,6,5,0,0,0,0,6,5,5,0,0,6,5,0,0,6,5,5,0,114
381,8,8,8,0,0,0,8,0,0,0,0,8,8,8,0,8,0,0,8,0,8,8,0,0,8,8,0,8,0,0,8,8,6,6,0,0,0,8,0,0,8,0,0,8,0,8,0,8,0,8,0,0,0,0,8,8,0,204
382,5,0,0,0,0,6,5,5,5,0,0,6,5,0,0,0,6,5,6,5,0,0,0,0,0,6,5,0,0,0,0,0,0,0,6,5,0,0,6,5,0,0,0,6,5,0,0,0,6,5,0,0,0,0,0,0,0,114
383,6,0,0,0,0,0,6,6,5,5,5,5,5,5,0,6,0,0,0,6,0,6,0,0,0,0,0,0,0,6,6,5,5,5,5,5,5,5,5,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,209
384,0,0,0,6,5,5,0,6,5,0,6,0,0,0,0,0,0,0,0,0,6,0,6,5,0,0,6,5,0,0,0,0,0,0,0,0,6,5,0,0,0,0,6,5,0,0,0,6,5,6,5,0,0,0,6,5,0,116
385,3,0,6,3,6,0,0,6,3,3,3,3,3,3,6,6,3,3,3,3,0,0,0,0,0,0,6,3,3,0,6,3,6,3,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,114
386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,6,0,0,6,0,6,0,6,6,6,0,0,60
387,5,0,6,5,0,6,5,5,0,6,5,0,0,0,6,5,5,0,0,0,6,5,0,0,0,6,5,0,0,0,0,6,5,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103
388,3,6,3,3,0,0,6,3,6,3,0,0,0,0,6,3,0,0,0,6,3,0,6,3,3,0,0,0,0,0,0,0,0,0,0,0,6,3,0,6,3,6,3,3,0,0,0,0,6,0,0,0,0,0,0,0,0,99
389,0,0,8,8,8,0,8,8,0,0,8,8,0,8,0,8,8,0,8,0,0,8,0,0,8,0,8,8,8,0,0,8,8,8,8,0,0,0,8,8,8,0,0,0,0,0,8,0,8,8,0,8,8,0,0,8,0,232
390,3,0,0,0,0,0,0,0,0,6,0,6,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,6,3,3,0,0,0,0,0,6,3,0,6,3,6,3,0,0,0,0,0,0,75
391,6,5,5,5,5,0,0,0,6,0,0,6,6,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,62
392,0,0,6,0,6,8,8,0,0,0,0,0,0,6,0,8,0,0,0,0,0,0,0,0,6,0,0,0,6,6,0,8,6,0,0,0,0,0,0,0,0,0,6,8,0,0,0,0,0,0,0,0,0,0,0,6,8,102
393,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,6,0,0,0,0,0,0,6,6,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,6,0,6,72
394,0,0,6,0,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,0,8,8,8,6,0,6,0,6,0,0,0,0,0,6,0,8,8,8,0,0,0,6,0,6,120
395,0,0,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,6,0,0,0,6,0,0,6,0,0,6,0,0,6,0,6,0,72
396,8,0,0,6,8,0,0,0,6,0,8,0,0,0,6,0,8,0,0,6,0,0,6,8,0,6,0,0,0,0,0,0,0,0,0,6,8,0,0,0,0,0,0,6,0,8,0,6,8,0,0,0,0,0,0,0,0,118
397,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
398,6,8,0,0,6,0,0,0,0,0,0,6,0,0,0,6,8,6,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,6,8,0,0,0,0,6,0,6,8,0,6,0,8,0,0,0,0,0,0,0,106
399,3,0,0,0,0,6,3,0,0,0,0,0,0,6,0,0,6,3,3,3,6,3,6,3,3,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,6,3,0,0,6,3,0,0,0,6,96
400,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,6,0,0,0,0,0,0,0,0,0,226
401,5,5,5,0,0,0,0,6,5,5,5,5,0,6,0,0,6,5,5,6,6,0,6,5,0,0,0,6,5,5,5,5,0,0,6,0,0,0,0,0,6,0,0,0,6,5,6,5,6,5,0,0,0,0,0,0,0,157
402,6,5,5,6,0,0,0,6,6,5,6,0,0,0,0,0,0,0,0,0,6,0,6,5,5,5,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,6,5,0,0,0,0,6,5,5,0,0,0,6,5,5,5,132
403,7,7,7,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,6,6,0,0,0,0,0,0,0,6,0,6,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,81
404,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,6,6,6,0,6,0,0,6,0,6,6,0,0,6,0,0,0,0,0,0,0,0,6,6,0,6,0,0,6,0,0,233
405,0,6,5,0,0,0,0,6,5,6,5,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,6,5,0,6,5,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,6,5,0,0,99
406,7,8,8,8,0,0,8,0,0,8,8,8,8,8,6,0,0,0,8,0,6,8,8,0,0,0,8,6,8,8,8,8,8,8,8,8,6,8,0,0,8,0,0,8,0,0,0,8,8,6,0,0,8,0,8,6,0,267
407,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,6,3,6,3,0,6,3,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,6,3,0,6,3,0,6,3,0,0,0,0,6,87
408,0,0,0,0,6,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6,0,6,0,6,0,8,0,6,0,8,8,8,0,8,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,100
409,0,0,6,5,0,0,0,0,0,6,5,0,0,0,6,5,0,0,0,0,0,0,0,6,5,5,0,6,5,5,0,0,0,0,0,0,0,6,5,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,98
410,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,3,3,6,3,6,0,0,0,0,0,6,3,3,3,0,63
411,8,0,6,8,0,0,8,0,0,8,0,6,0,8,0,0,0,8,0,0,0,8,0,6,8,0,6,0,0,0,8,8,0,0,0,0,8,0,0,8,0,0,0,8,0,0,8,0,6,8,0,0,8,0,0,0,8,166
412,7,7,0,7,7,7,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,0,7,7,0,7,7,7,7,7,7,0,7,7,7,7,7,7,7,7,7,0,7,7,7,7,7,7,7,7,0,7,7,7,7,7,343
413,7,7,7,8,8,8,0,8,8,7,7,7,7,8,7,7,8,8,0,0,7,7,8,0,0,7,7,7,8,0,8,0,0,7,7,7,0,8,8,7,7,7,7,7,7,7,7,7,7,7,8,7,7,7,0,8,7,344
414,7,7,7,7,0,8,7,8,7,7,7,7,7,8,7,7,0,8,7,8,8,7,7,8,7,7,7,7,8,8,0,0,7,7,0,8,7,8,7,8,7,7,7,7,0,8,8,7,7,7,7,7,0,0,7,0,8,351
415,0,7,7,0,7,7,0,7,0,7,7,0,7,7,0,7,7,0,7,0,7,7,0,7,7,0,7,7,7,7,7,0,7,7,0,7,0,7,7,7,7,0,7,0,7,7,0,7,7,7,7,7,0,7,0,7,0,266
416,8,8,0,0,7,8,7,8,8,0,0,7,7,7,7,7,7,8,8,8,8,8,0,8,7,7,7,8,8,8,8,8,8,8,0,8,8,8,0,8,8,8,0,8,8,0,0,7,7,7,7,7,7,7,7,7,7,355
417,7,7,0,7,7,0,7,0,7,0,7,7,0,7,0,7,0,7,7,7,7,7,7,0,7,0,7,0,7,0,7,0,7,0,7,7,0,7,0,7,7,0,7,7,0,7,0,7,0,7,0,7,0,7,0,7,0,238
418,0,7,7,7,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,7,0,7,7,0,7,0,7,7,7,0,7,0,7,7,7,7,7,7,0,7,7,7,7,0,7,7,0,7,7,7,0,7,0,259
419,7,7,7,7,7,0,7,7,7,7,7,7,7,7,0,7,7,7,7,7,7,7,0,7,7,7,7,7,7,7,7,0,7,0,7,7,7,7,0,7,7,7,7,7,7,7,7,7,0,7,7,7,7,7,7,7,7,350
420,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,196
421,7,7,8,7,0,0,7,7,8,7,8,7,8,7,8,0,8,8,8,7,8,7,8,7,8,7,8,7,0,8,7,8,7,8,7,8,7,7,0,8,8,8,7,8,7,0,8,0,8,7,8,7,8,0,8,7,7,368
422,7,8,8,8,8,8,0,8,0,8,7,7,7,7,7,7,7,0,0,7,7,7,7,7,7,7,7,7,7,8,8,0,8,8,8,0,8,8,0,0,7,7,7,7,7,7,7,8,8,7,7,8,8,8,8,8,8,365
423,7,8,0,8,0,0,7,7,7,8,7,8,7,8,7,8,7,8,7,7,7,8,0,0,7,8,7,0,8,7,8,0,0,7,0,0,7,0,0,7,8,8,7,0,0,7,7,0,8,7,8,7,7,8,8,7,8,312
424,7,7,7,7,7,0,8,0,8,7,7,7,7,7,7,7,8,7,8,8,8,7,7,7,7,8,8,8,8,0,8,8,8,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,8,0,8,373
425,7,7,3,7,7,3,7,7,7,7,3,3,3,3,7,7,7,3,3,7,7,7,7,7,7,7,7,3,3,3,7,3,3,7,3,3,7,7,7,3,7,7,3,3,7,7,7,7,7,3,3,7,3,3,3,3,7,303
426,8,7,8,7,7,7,7,0,8,0,8,8,8,8,0,0,7,7,7,8,7,7,7,0,0,7,7,8,0,0,7,0,0,7,8,7,8,0,0,7,8,7,0,0,7,7,7,7,7,7,8,7,0,8,7,0,8,302
427,0,7,7,7,0,7,7,7,0,7,7,7,7,7,0,7,7,7,0,7,0,7,7,0,7,7,7,7,7,7,7,0,7,7,7,7,7,0,7,7,7,7,7,7,0,7,7,7,7,7,7,7,7,7,0,7,7,322
428,7,7,7,7,0,0,7,7,0,0,7,0,0,7,0,0,7,7,7,7,7,7,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,329
429,0,7,7,0,7,0,7,0,7,0,7,0,7,0,7,7,0,7,0,7,0,7,0,7,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,7,0,7,7,0,7,7,0,7,0,7,0,7,7,0,7,0,7,224
430,0,0,7,7,0,0,7,7,0,6,7,6,7,7,0,0,7,0,0,7,7,0,0,7,0,0,7,0,0,7,6,7,7,7,0,6,7,0,0,7,0,6,0,0,7,0,0,7,0,0,7,6,0,0,7,7,0,197
431,7,0,7,7,7,7,7,7,0,7,7,7,7,7,7,0,7,0,7,7,7,7,7,0,7,7,7,0,7,7,7,7,7,7,7,7,0,7,7,0,7,7,7,7,7,0,7,7,7,7,7,7,7,7,7,7,7,336
432,0,7,0,7,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,203
433,3,7,3,7,3,7,3,7,3,7,3,7,3,7,3,7,3,7,3,7,3,7,3,7,3,7,3,7,3,7,3,7,3,7,3,7,3,7,3,7,3,7,3,7,3,7,7,7,3,7,3,7,3,7,3,7,3,287
434,0,7,0,7,7,0,7,7,0,7,7,7,7,0,7,7,0,7,7,7,0,7,7,7,0,7,7,7,0,7,7,0,7,7,0,7,0,7,7,0,7,0,7,7,0,7,0,7,7,0,7,7,0,7,0,7,0,259
435,0,7,7,0,7,7,0,7,0,7,0,7,7,0,7,0,7,0,7,0,7,0,7,7,0,7,0,7,0,7,7,7,7,7,7,7,0,7,7,0,7,0,7,0,7,7,7,7,0,7,7,0,7,0,7,7,7,259
436,7,0,0,7,0,0,7,7,0,0,7,6,7,6,7,0,0,7,0,6,6,7,0,0,7,6,7,7,0,0,7,0,6,6,7,7,6,6,0,6,7,0,0,7,6,7,7,0,0,7,6,7,6,7,6,7,7,252
437,0,7,7,7,7,7,7,7,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,7,7,7,7,7,7,7,7,7,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,371
438,7,7,7,0,7,7,0,7,0,7,7,0,7,7,7,7,7,7,7,7,7,0,7,0,7,7,7,7,7,7,0,7,7,7,0,7,7,7,0,7,0,7,0,7,7,7,0,7,7,0,7,0,7,0,7,0,7,287
439,7,7,7,7,7,7,7,7,7,7,7,8,8,0,8,8,0,0,7,7,8,8,8,8,7,7,7,7,8,8,0,8,0,8,0,0,7,7,7,7,8,7,0,0,7,7,7,7,7,7,7,7,8,0,0,7,7,336
440,7,0,7,7,7,7,7,7,7,7,0,7,7,7,7,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,7,0,7,7,7,0,7,7,7,0,7,7,7,7,7,0,7,7,7,7,7,0,7,336
441,7,0,7,7,7,0,7,0,7,7,7,7,7,7,0,7,7,7,0,7,0,7,0,7,0,7,7,7,7,7,0,7,7,0,7,7,0,7,0,7,0,7,7,0,7,0,7,7,7,7,0,7,7,7,7,0,7,280
442,7,7,0,7,0,7,0,7,7,7,7,0,7,7,7,0,7,0,7,7,0,7,0,7,7,0,7,0,7,7,7,0,7,7,7,7,0,7,7,7,0,7,7,0,7,7,0,7,7,7,0,7,7,7,7,7,7,287
443,7,0,7,0,7,7,7,0,7,0,7,0,7,0,7,0,7,0,7,7,0,7,0,7,0,7,7,0,7,0,7,7,0,7,0,7,0,7,7,0,7,7,0,7,7,7,0,7,0,7,0,7,0,7,0,7,7,238
444,8,7,0,0,7,7,7,7,7,7,7,7,8,7,8,0,8,7,8,7,7,8,8,7,0,0,7,8,8,8,7,8,7,8,7,7,0,0,7,8,7,7,8,7,8,0,8,0,8,0,0,7,8,7,7,8,0,334
445,0,6,0,0,7,7,7,6,0,0,7,6,6,0,0,7,7,0,0,7,0,6,7,6,6,6,0,6,7,6,7,0,6,0,0,7,7,7,7,0,0,7,7,7,7,7,7,7,0,0,7,7,0,0,7,7,0,241
446,8,0,0,7,0,8,8,7,0,8,7,0,8,8,7,7,7,7,8,7,8,7,7,0,8,8,8,8,8,0,8,8,7,7,8,7,8,7,7,7,8,8,7,7,7,8,7,8,7,8,7,8,0,8,8,7,8,369
447,7,0,7,7,0,7,7,7,7,0,7,7,0,7,7,0,7,0,7,7,7,7,7,7,7,0,7,0,7,7,0,7,7,0,7,7,0,7,7,7,7,7,7,0,7,7,7,7,0,7,7,7,0,7,0,7,7,294
448,0,8,7,0,8,7,8,7,8,7,8,7,0,8,7,0,8,7,8,7,8,7,0,0,7,8,8,8,7,8,7,0,0,7,0,0,7,0,8,7,8,7,0,0,7,0,8,7,0,8,7,0,8,7,8,7,8,307
449,7,7,7,7,7,0,0,7,7,7,7,7,7,7,0,0,7,7,7,7,7,7,0,6,0,6,6,0,6,6,0,0,7,7,7,7,7,7,6,6,0,6,7,7,7,7,7,6,7,6,6,0,0,7,6,6,7,302
450,0,0,7,6,0,0,7,7,0,0,7,0,6,7,0,0,7,0,0,7,6,0,6,7,7,0,0,7,7,0,0,7,0,0,7,0,0,7,6,7,6,0,0,7,6,7,0,0,7,0,0,7,0,0,7,0,0,182
451,7,0,7,7,7,7,7,7,7,7,7,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,0,7,7,7,0,7,7,0,7,7,7,7,0,7,7,0,7,0,7,0,7,0,7,0,7,0,7,7,0,294
