Sum of current_firm,Column Labels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452,0,7,0,7,0,7,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,7,0,7,0,7,7,210
453,0,8,8,8,7,8,8,7,8,7,7,0,0,7,8,7,0,0,7,8,8,7,7,0,8,0,8,7,0,8,7,8,7,7,7,0,8,7,8,7,8,7,0,0,7,0,8,7,7,8,7,7,8,0,8,7,8,329
454,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,7,0,7,0,7,0,7,0,7,0,7,0,7,7,0,7,0,7,0,7,0,7,0,7,0,7,0,203
455,8,7,8,8,7,0,8,8,8,7,7,8,8,7,7,7,7,7,8,7,0,8,0,8,7,8,8,0,0,7,0,0,7,0,8,0,8,0,8,8,8,7,7,8,8,7,8,7,7,8,7,8,8,8,8,8,7,356
456,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,385
457,7,3,3,7,3,7,7,3,3,3,3,7,3,3,3,3,3,3,3,7,3,3,7,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,3,3,3,7,7,7,7,7,7,3,3,7,7,3,3,7,7,3,295
458,7,7,7,3,3,3,3,7,7,7,7,7,7,7,3,7,3,7,7,7,7,7,3,3,3,3,7,7,7,7,7,7,7,3,7,7,7,7,7,7,7,7,7,3,7,7,3,3,3,3,3,3,3,3,3,3,3,307
459,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,203
460,7,7,7,7,7,7,7,7,7,7,7,0,8,0,8,8,0,0,7,7,7,0,8,7,7,0,0,7,7,7,7,7,7,7,0,0,7,7,7,7,7,7,8,8,0,8,0,8,8,7,7,7,7,7,7,7,7,331
461,7,6,0,0,7,7,7,0,0,7,0,0,7,7,7,7,0,0,7,0,0,7,7,6,7,0,6,0,0,7,0,0,7,7,7,7,7,7,0,0,7,7,7,7,0,0,7,0,0,7,7,6,7,7,7,0,0,234
462,6,7,6,7,0,0,7,6,7,0,0,7,0,0,7,0,0,7,6,7,0,0,7,6,7,6,7,7,0,0,7,0,0,7,0,0,7,0,6,7,0,0,7,0,6,7,0,0,7,0,0,7,6,7,0,6,7,214
463,3,7,7,3,7,3,3,3,7,3,7,3,3,7,3,7,3,3,7,3,7,7,3,7,3,7,7,7,3,7,7,7,7,3,7,3,7,3,7,3,7,3,7,3,3,3,7,7,7,3,7,3,7,3,7,3,3,287
464,7,7,8,7,0,8,8,7,7,7,7,7,7,7,7,7,7,7,8,0,0,7,7,7,7,7,7,7,7,7,0,8,0,8,0,8,0,0,7,7,7,7,7,7,7,7,7,7,0,8,0,0,7,8,8,8,0,326
465,0,8,7,7,7,8,0,8,7,7,7,7,7,7,8,0,0,7,8,8,8,8,0,0,7,8,7,7,7,7,8,7,8,0,8,0,0,7,8,8,8,8,8,0,8,8,8,7,7,0,8,0,0,7,0,0,7,315
466,0,7,7,0,7,0,7,0,7,7,7,7,7,0,7,0,7,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,7,7,0,7,0,7,7,0,7,0,7,0,7,0,7,0,7,0,7,7,7,0,7,0,7,238
467,7,7,7,7,0,7,7,7,0,7,0,7,7,7,7,7,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,7,0,7,0,7,0,7,7,7,7,7,7,7,0,7,7,0,7,0,7,322
468,0,7,0,7,7,0,7,0,7,0,7,0,7,0,7,0,7,7,7,0,7,0,7,0,7,0,7,0,7,7,7,0,7,0,7,0,7,7,0,7,0,7,7,7,0,7,0,7,0,7,0,7,0,7,0,7,0,224
469,0,0,7,6,7,7,0,0,7,7,0,0,7,6,7,0,6,7,7,0,0,7,0,0,7,0,0,7,6,7,6,7,0,0,7,7,0,0,7,0,0,7,0,0,7,7,0,0,7,7,6,7,0,6,7,7,0,217
470,7,7,6,6,0,6,7,0,0,7,7,0,6,7,7,7,0,6,0,0,7,0,6,7,7,6,0,0,7,7,0,0,7,7,7,7,7,6,7,7,0,0,7,7,7,7,7,7,7,7,7,0,0,7,0,0,7,265
471,7,7,7,0,7,7,7,7,7,7,0,7,7,7,7,7,7,7,7,7,7,7,0,7,7,7,7,7,7,7,0,7,7,7,7,7,0,7,7,7,7,7,7,0,7,7,7,7,0,7,7,7,7,7,7,7,0,343
472,8,8,0,0,7,0,8,7,7,7,7,7,7,7,7,7,7,7,7,8,8,0,8,7,7,7,7,8,0,8,0,0,7,7,8,0,8,0,8,0,8,0,8,8,8,8,0,8,8,8,0,8,8,8,8,0,8,325
473,8,8,0,8,8,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,382
474,8,0,0,7,0,7,0,7,0,7,7,7,7,7,0,7,0,7,7,0,7,0,7,0,7,7,0,7,7,0,7,7,7,0,7,0,7,7,0,7,7,7,0,7,0,7,0,7,7,0,7,7,0,7,0,7,7,253
475,7,3,3,3,3,3,7,7,7,7,7,7,7,3,7,3,3,7,7,7,7,3,3,7,3,3,3,7,3,3,3,7,3,3,7,7,7,7,7,7,3,3,7,3,7,7,3,3,3,7,7,7,7,3,3,3,3,287
476,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,400
477,8,8,8,8,8,8,8,8,8,8,0,8,8,0,8,8,8,8,8,0,8,8,0,8,8,8,0,8,8,0,8,0,8,8,8,8,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,365
478,0,8,7,0,7,7,7,7,0,7,7,7,7,0,7,7,7,7,7,7,0,7,7,7,7,7,7,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,7,7,7,7,351
479,8,7,7,0,7,0,7,0,7,7,0,7,7,0,7,7,0,7,0,7,7,7,0,7,7,0,7,0,7,7,0,7,0,7,7,0,7,7,7,0,7,0,7,0,7,7,7,0,7,0,7,0,7,7,0,7,0,253
480,7,0,7,0,7,0,7,7,0,7,0,7,0,7,7,0,7,7,0,7,0,7,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,7,0,7,7,0,7,0,7,0,7,7,0,7,0,7,0,7,7,231
481,8,8,8,8,8,8,7,7,8,0,8,7,7,7,7,7,7,7,7,8,0,0,7,8,8,0,8,7,7,7,7,7,7,0,8,8,8,7,7,7,7,7,7,7,8,7,7,7,8,7,0,8,8,7,7,7,8,377
482,7,0,7,0,7,0,7,7,0,7,7,0,7,0,7,7,0,7,0,7,0,7,7,7,7,0,7,7,7,0,7,0,7,0,7,0,7,0,7,0,7,7,7,0,7,7,0,7,0,7,7,0,7,0,7,0,7,245
483,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,203
484,0,8,0,8,0,0,7,7,7,7,7,7,7,7,7,7,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,3,3,3,3,3,3,3,3,321
485,7,7,0,7,7,7,7,7,0,7,0,7,7,7,0,7,7,0,7,0,7,0,7,7,0,7,0,7,7,0,7,0,7,0,7,0,7,0,7,7,0,7,0,7,7,0,7,0,7,0,7,0,7,0,7,0,7,245
486,10,0,0,8,10,8,8,10,8,10,8,10,8,10,8,10,8,10,10,8,10,8,10,0,8,10,0,8,10,8,10,0,8,10,8,10,8,10,8,10,0,8,10,0,8,10,8,10,0,0,8,0,0,0,0,0,0,378
487,0,6,8,0,0,8,0,0,0,8,0,0,8,0,0,0,8,0,6,8,0,0,0,8,6,8,8,6,8,0,0,0,8,0,6,8,0,0,8,0,6,8,0,0,8,8,6,0,8,0,0,8,0,6,8,0,0,200
488,8,0,8,8,0,0,0,0,0,8,8,0,0,0,0,8,0,0,8,8,8,8,8,0,8,8,8,8,0,0,0,8,8,0,8,8,8,8,0,0,0,8,0,8,0,0,8,0,8,8,8,0,0,8,0,0,0,224
489,0,0,0,8,6,8,8,8,8,0,0,0,8,0,0,8,6,6,0,0,8,0,8,8,0,0,8,0,6,0,8,0,6,6,0,0,8,6,0,0,8,0,6,0,0,8,0,0,8,0,0,8,8,0,0,8,0,200
490,8,8,10,10,10,8,0,8,8,8,8,8,8,0,0,8,0,0,8,8,0,8,0,8,8,8,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,468
491,8,0,6,0,6,0,0,8,0,0,8,0,6,8,0,0,8,8,8,0,8,8,0,8,0,0,8,0,0,8,8,0,6,8,0,0,8,6,0,0,0,8,6,6,8,8,0,0,8,0,6,6,0,0,8,0,8,222
492,8,10,10,10,10,10,10,10,10,10,10,10,8,0,8,10,8,0,8,8,0,0,8,10,8,8,10,10,10,10,10,10,10,10,10,10,0,8,0,0,8,8,0,0,8,8,8,0,8,10,10,10,10,10,10,10,0,428
493,8,0,8,8,0,8,0,8,0,8,8,8,0,8,8,0,8,0,0,8,8,0,8,8,8,0,0,8,8,8,8,8,8,0,8,8,0,0,8,8,0,8,8,8,8,0,0,8,8,8,8,0,8,0,8,8,8,304
494,8,0,0,8,6,8,0,0,0,8,0,0,8,0,0,0,0,8,0,6,0,8,0,0,8,0,6,0,8,0,0,0,8,6,8,6,0,0,0,8,6,8,0,0,0,8,0,6,0,8,0,0,0,8,0,6,8,184
495,0,6,8,6,8,8,0,0,0,8,8,0,8,0,0,8,0,0,0,8,0,0,8,0,8,8,0,0,8,6,0,0,8,8,0,6,8,0,0,8,0,0,8,6,6,0,6,8,6,6,0,0,8,8,8,0,0,222
496,8,8,6,8,0,8,0,6,8,8,8,0,8,8,0,8,8,0,0,0,0,8,8,8,0,8,0,0,8,0,0,8,0,0,0,8,0,0,0,0,8,8,8,8,0,0,8,0,6,0,0,0,0,8,8,8,0,226
497,6,6,8,0,0,8,6,0,6,6,0,0,8,0,8,0,0,0,8,0,0,0,0,0,8,0,8,0,8,0,6,0,0,0,8,8,0,0,0,0,0,0,8,0,8,6,8,6,8,0,0,8,0,0,0,0,8,176
498,8,8,0,8,8,0,8,8,8,8,8,8,8,0,0,8,8,8,0,8,8,8,0,0,8,8,0,8,8,8,0,8,8,8,8,8,8,8,8,8,8,0,0,0,0,8,8,0,0,8,0,8,8,8,8,0,8,320
499,8,0,0,8,0,8,0,0,0,0,8,0,0,8,0,6,0,0,0,8,0,6,0,8,0,0,0,0,0,8,0,0,8,6,8,0,0,0,0,0,0,8,0,0,0,0,0,8,6,0,0,0,8,8,0,0,8,144
500,10,8,10,8,10,8,10,0,8,10,8,10,0,8,10,0,8,10,0,0,8,10,8,10,8,10,8,10,10,10,0,8,10,10,8,10,8,10,8,8,10,8,8,10,8,10,8,10,10,8,10,8,10,0,8,10,8,452
501,0,0,0,0,8,8,8,0,0,8,0,8,0,0,0,8,8,0,0,0,8,8,0,0,0,8,8,0,8,0,0,8,8,0,8,0,0,8,0,0,8,0,0,8,8,0,0,8,0,0,8,0,6,0,6,6,0,186
502,8,0,0,0,8,10,8,10,10,10,8,0,0,8,8,8,10,0,0,0,0,8,8,8,10,10,8,8,10,8,8,10,10,8,8,10,10,10,10,8,10,8,8,10,0,0,8,10,0,8,0,8,10,0,0,8,10,374
503,8,0,0,8,8,0,0,8,0,0,8,8,0,0,8,8,6,8,0,0,8,0,0,8,0,8,0,0,8,0,8,8,0,0,8,0,0,8,0,0,8,6,8,0,0,0,0,8,0,0,8,6,0,0,0,8,8,202
504,8,8,8,8,8,0,8,10,10,10,8,10,8,10,10,10,8,10,0,0,0,0,8,10,10,0,8,0,0,8,10,8,8,10,10,10,8,10,0,8,10,0,8,10,8,10,10,0,8,10,8,8,8,10,8,10,0,404
505,10,0,8,10,8,10,10,10,10,0,8,8,10,10,10,10,8,8,8,10,10,10,10,8,8,10,10,0,0,0,8,8,0,8,8,10,10,10,10,10,8,8,10,0,8,10,10,8,10,10,10,10,10,10,10,10,10,466
506,0,8,0,0,8,8,8,0,0,8,8,8,8,6,0,8,8,0,0,8,8,0,8,8,8,8,0,6,6,0,0,8,8,6,6,0,6,0,0,0,8,8,8,0,6,0,0,0,8,8,0,8,8,0,8,8,8,266
507,8,8,0,8,6,0,0,0,8,0,0,0,8,8,0,0,0,8,8,0,0,8,8,0,8,0,0,8,0,6,8,0,8,0,0,8,0,8,8,8,0,8,8,8,0,0,0,0,8,8,0,0,0,0,8,0,6,210
508,8,10,8,8,8,8,10,10,10,10,8,0,8,8,0,8,8,10,0,8,10,10,8,8,10,10,8,10,10,10,8,10,10,8,8,10,0,0,8,10,8,0,8,0,8,10,10,8,10,8,10,8,10,0,0,8,10,430
509,10,10,10,10,0,0,8,0,8,10,8,10,8,10,10,0,8,10,10,10,0,8,10,10,0,0,0,8,0,8,10,10,8,8,8,10,8,8,8,8,0,8,0,8,8,0,8,8,10,8,0,8,10,0,0,8,0,364
510,8,8,8,8,0,6,0,6,0,6,6,8,0,8,0,8,8,8,8,8,0,0,8,8,8,8,6,0,0,8,8,8,0,8,8,0,8,8,8,0,8,0,0,8,8,8,8,8,0,0,8,8,0,0,8,8,8,302
511,0,8,8,8,8,8,0,8,0,0,8,8,0,0,8,8,0,8,0,0,0,8,8,8,0,0,0,8,0,8,0,0,0,0,0,8,0,6,8,8,8,8,0,8,8,8,6,6,8,8,0,0,0,8,8,8,8,258
512,0,6,8,0,0,8,0,0,0,0,0,8,6,6,0,6,0,0,0,0,8,0,0,0,8,0,0,8,0,0,0,8,6,8,0,0,8,0,0,8,0,6,8,6,8,8,6,8,0,0,0,0,8,0,0,0,0,168
513,8,0,8,8,8,0,8,0,8,0,0,0,0,0,8,8,0,6,0,0,0,0,8,0,0,0,8,8,0,0,0,8,0,0,0,8,6,6,0,0,8,0,8,8,0,0,0,8,0,6,0,0,8,0,8,0,8,184
514,0,0,8,0,8,8,8,0,0,0,8,0,8,8,8,8,0,0,8,0,0,8,0,8,8,0,0,0,8,6,6,0,6,0,0,0,8,8,8,0,6,6,0,8,8,6,0,0,8,8,0,0,8,8,8,8,8,244
515,0,0,8,6,8,0,6,0,0,8,0,0,8,0,6,0,8,6,8,0,0,0,0,8,0,0,0,0,0,8,0,0,0,8,0,0,0,0,8,0,0,0,0,8,0,0,8,8,6,8,0,6,8,0,0,8,8,172
516,0,8,8,10,8,10,10,0,0,8,10,8,10,8,0,0,0,8,10,10,10,10,8,0,8,0,8,8,8,0,0,8,10,10,10,0,8,10,10,10,8,10,8,8,10,10,10,8,10,10,8,10,10,10,10,0,8,410
517,8,8,0,0,0,8,0,6,8,0,0,8,6,8,8,0,8,0,0,0,0,8,0,0,8,0,0,0,8,0,0,8,0,0,8,0,0,8,8,8,0,6,0,8,0,8,0,0,8,0,0,0,0,8,0,0,0,178
518,8,6,0,8,0,0,8,0,6,8,8,0,0,8,6,8,0,0,0,0,8,0,0,8,8,0,6,0,8,0,8,0,6,8,0,0,8,0,0,0,8,8,0,6,6,8,6,8,0,0,0,8,0,0,8,8,8,224
519,9,9,9,8,8,0,0,8,8,8,6,8,0,0,8,0,0,8,0,0,0,8,8,0,6,0,0,8,8,8,0,0,0,8,0,0,8,0,0,8,8,0,0,8,6,6,0,0,0,0,8,0,0,8,8,0,0,219
520,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,8,8,8,10,10,10,8,8,8,8,8,10,10,10,0,8,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,515
521,8,10,8,10,10,10,10,8,10,10,8,10,8,0,0,0,0,0,8,10,8,10,10,0,8,10,8,8,10,10,0,0,8,10,0,0,8,10,8,10,10,10,8,8,10,8,8,0,8,0,8,10,10,8,0,0,8,388
522,9,8,8,8,8,10,10,10,0,10,10,10,0,0,0,8,8,8,8,8,10,10,10,10,8,0,0,0,0,8,0,0,0,8,0,8,10,0,8,8,8,10,10,10,10,0,8,0,8,0,8,10,0,8,10,0,8,347
523,0,8,8,0,8,8,8,6,0,0,0,0,8,0,0,0,8,8,6,0,0,0,0,0,8,0,8,0,0,0,8,8,0,6,0,0,0,8,8,8,0,0,8,6,0,0,8,8,6,8,0,0,8,0,8,8,6,212
524,9,9,0,8,0,0,0,8,8,0,8,10,0,8,0,8,0,0,8,0,8,10,10,10,8,0,0,8,10,10,10,10,10,8,8,0,8,10,10,10,10,10,10,8,10,0,0,0,0,8,8,0,0,8,8,0,0,322
525,8,8,10,10,10,0,8,0,8,10,0,0,8,8,8,10,0,0,8,10,10,10,8,10,0,8,10,10,0,8,10,0,0,0,8,8,8,8,10,10,0,8,8,8,8,10,0,10,8,8,0,8,8,0,0,8,10,362
526,9,8,0,0,0,0,0,0,8,0,8,8,8,8,8,0,0,8,0,0,0,8,8,0,0,0,8,0,8,0,6,0,6,8,8,0,6,6,6,6,0,0,8,8,0,8,8,6,8,0,0,8,8,0,0,0,0,219
527,8,0,0,8,0,6,0,8,6,0,0,8,0,0,8,8,8,0,0,8,8,8,6,0,0,8,8,0,6,0,8,0,0,8,8,8,6,8,0,6,0,0,8,0,8,8,8,0,0,8,0,0,0,0,8,8,8,236
528,8,10,10,8,10,0,8,10,10,0,8,10,8,10,8,10,8,10,0,8,10,10,8,10,10,10,8,10,0,0,8,10,8,10,8,10,0,0,8,10,8,0,8,10,8,10,8,10,10,0,0,8,10,8,10,8,0,418
529,8,0,8,10,8,10,10,10,10,10,8,10,10,10,8,8,8,10,10,8,8,8,10,10,10,8,0,8,8,8,8,0,0,8,10,10,8,8,10,10,8,0,0,8,8,10,0,8,10,0,8,8,8,10,10,10,8,438
530,9,9,8,8,0,0,0,0,8,0,8,0,8,0,0,8,0,0,8,8,0,0,0,8,8,8,0,8,8,0,8,0,0,0,0,8,8,8,8,0,0,8,8,8,6,6,0,0,0,8,0,0,8,8,0,8,6,236
531,8,10,10,0,8,8,0,0,0,8,8,10,10,10,10,10,10,0,8,8,8,8,0,0,0,0,8,0,0,0,8,10,8,8,10,10,10,8,10,8,0,0,8,8,8,8,0,8,0,8,10,10,10,10,10,8,0,356
532,8,0,6,8,6,8,0,8,0,0,8,0,6,0,0,8,0,0,8,0,0,8,8,0,0,0,0,8,0,0,8,0,6,0,0,0,8,0,0,8,8,0,0,8,6,6,8,0,0,8,8,0,0,8,0,0,8,196
533,9,8,0,8,10,10,10,10,10,0,8,8,8,8,10,10,10,10,10,10,8,8,8,8,8,8,10,10,10,0,8,0,8,8,0,0,8,10,10,10,10,0,0,8,8,8,10,10,10,10,10,10,10,8,0,0,8,427
534,9,9,9,0,8,8,8,8,8,0,8,10,10,10,10,0,8,8,10,8,8,8,0,8,10,10,10,10,10,10,10,10,10,10,8,8,8,0,8,10,0,8,8,0,8,0,8,10,8,10,10,8,8,10,10,0,8,429
535,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0,8,8,0,8,0,6,0,0,8,8,0,0,8,0,8,8,8,0,0,0,8,0,0,8,0,0,8,8,8,8,8,0,0,8,8,8,8,0,0,8,318
536,9,9,8,0,0,8,8,0,0,0,0,0,8,6,0,0,0,8,0,8,0,6,0,8,0,0,8,8,0,0,8,0,0,8,0,0,8,8,8,0,0,8,0,6,0,6,8,0,0,0,8,0,0,0,8,0,8,194
537,8,10,0,0,8,10,0,8,10,8,10,8,10,8,10,8,10,8,10,8,10,0,0,8,10,0,0,8,10,8,10,8,0,8,10,0,8,10,0,0,8,10,8,10,8,10,8,10,8,10,8,10,8,8,10,0,0,394
538,0,8,8,0,0,8,0,8,10,8,10,10,10,8,10,8,0,8,8,10,0,0,0,0,8,0,8,10,0,0,0,8,0,8,10,8,10,0,8,10,8,10,0,8,8,0,8,10,8,8,10,8,8,10,8,10,10,352
539,9,8,0,0,8,0,0,8,8,0,0,0,0,0,8,8,0,0,8,0,0,8,0,0,8,8,8,0,0,0,8,8,0,0,8,0,0,8,0,8,8,0,0,8,6,0,0,0,0,8,0,0,8,0,0,0,0,175
540,9,9,9,9,9,0,0,0,8,8,0,0,0,8,0,6,6,0,0,0,0,0,8,0,0,8,8,0,0,0,0,8,0,8,0,0,8,0,0,8,0,8,0,0,0,8,0,0,0,8,8,0,8,0,8,8,8,201
541,0,0,8,0,0,0,8,8,0,6,0,6,0,0,8,0,8,0,8,0,0,8,0,6,0,6,6,8,0,0,8,0,8,8,6,8,0,0,0,8,8,6,0,0,8,0,8,0,6,0,0,8,0,6,0,6,8,204
542,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,513
543,8,0,0,0,8,0,0,0,0,8,0,8,0,0,8,0,0,8,8,6,8,0,0,8,8,8,6,0,0,8,0,0,8,6,0,8,0,6,0,0,0,8,0,0,0,8,0,0,8,0,8,0,0,0,8,0,0,176
544,8,8,0,6,0,6,0,6,0,8,0,8,8,8,0,0,0,0,8,0,0,8,0,8,8,8,6,0,6,0,0,0,0,0,0,8,8,8,8,8,8,8,8,8,0,8,8,8,0,6,0,0,8,0,8,8,8,252
545,9,8,0,8,8,0,8,8,8,0,8,0,0,8,0,0,8,8,8,8,0,0,0,8,0,0,8,0,0,0,0,0,8,8,8,8,8,8,0,8,8,0,8,0,0,8,8,0,0,8,8,8,0,8,0,0,0,241
546,9,9,8,8,0,0,0,8,8,8,0,6,0,8,0,0,8,8,0,0,0,8,0,0,0,0,0,0,8,6,0,6,0,8,8,0,0,0,0,0,8,0,6,6,0,0,8,8,8,0,8,0,0,0,8,6,0,198
547,0,8,0,0,0,0,0,8,10,8,8,0,0,0,8,8,8,0,8,8,10,0,0,8,8,8,8,10,10,10,0,0,8,8,0,8,8,10,10,10,10,0,8,0,0,0,0,8,0,8,8,0,8,8,10,10,8,302
548,9,8,0,8,0,8,10,8,0,8,0,10,8,10,8,8,10,10,8,10,8,8,8,8,10,10,0,8,10,10,10,10,10,10,10,10,10,10,10,8,0,0,8,8,10,10,10,10,10,10,0,8,8,10,0,0,8,429
549,9,9,9,0,0,8,8,0,0,8,8,8,8,0,0,8,8,8,0,0,8,8,8,8,8,0,0,8,8,0,8,8,8,8,8,8,8,0,0,8,0,8,8,8,8,8,8,8,8,8,0,8,8,8,0,8,8,331
550,8,10,8,10,0,8,10,8,0,8,10,10,8,0,8,10,8,10,0,8,10,0,8,10,10,10,0,0,8,10,10,8,0,8,10,8,0,0,0,8,0,0,0,8,10,10,8,10,10,0,0,8,10,8,10,8,10,370
551,9,9,9,8,6,8,0,0,8,6,6,8,0,6,0,0,0,8,0,8,0,0,0,8,0,0,8,0,0,8,8,0,0,8,0,0,8,0,0,8,8,0,6,0,8,0,0,0,0,8,0,0,0,8,8,0,0,201
552,9,9,9,9,9,9,9,9,8,8,8,0,0,8,8,6,8,0,0,0,8,8,8,8,8,8,0,8,6,8,0,0,0,0,8,0,0,8,0,8,8,0,8,8,6,0,6,8,0,0,0,8,6,6,0,0,0,284
553,9,8,8,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,8,0,0,0,8,0,0,0,8,8,8,10,8,0,0,0,0,0,0,8,8,0,8,0,8,8,8,0,8,0,0,0,8,8,8,8,8,8,327
554,9,9,0,8,10,10,10,8,8,8,10,8,8,8,8,0,8,8,8,8,8,0,8,0,0,8,8,10,8,0,0,0,8,0,8,8,8,8,10,10,10,10,10,10,10,10,10,10,0,8,0,8,8,8,8,8,10,402
555,9,9,8,0,0,8,10,10,10,8,10,8,10,0,0,8,8,10,10,10,10,8,0,8,0,8,0,8,0,8,0,8,10,10,10,10,10,10,10,10,10,10,10,10,8,10,10,10,10,8,0,0,8,10,0,8,10,416
556,9,9,9,9,9,9,9,9,9,9,9,9,9,8,8,8,8,8,8,8,8,6,0,6,0,0,8,8,0,8,8,0,8,8,8,0,0,8,8,0,8,0,8,8,8,8,8,0,8,0,8,0,0,8,0,8,0,345
557,8,10,8,10,0,0,8,10,10,8,0,8,8,10,8,0,8,0,0,8,10,8,10,10,8,10,0,0,8,10,10,10,0,8,10,8,10,8,10,0,8,0,0,8,10,8,10,8,10,0,8,10,8,10,10,8,10,396
558,9,9,8,0,8,8,8,8,10,0,0,0,8,10,10,10,8,8,8,10,10,10,10,0,0,8,8,10,0,8,8,10,10,8,0,0,8,8,8,0,0,0,8,8,0,8,10,10,8,8,8,8,8,10,10,10,10,388
559,9,8,0,6,0,0,0,0,8,0,0,8,6,6,0,6,6,0,0,0,8,0,0,0,8,8,8,0,8,0,8,0,0,0,8,0,0,8,8,0,0,0,8,0,0,0,8,0,0,8,8,8,0,0,8,0,8,191
560,0,8,0,8,10,10,10,8,10,10,10,10,10,10,10,8,0,8,8,0,0,0,0,0,8,10,10,10,10,10,0,8,8,0,0,8,0,8,0,8,10,10,10,10,10,8,0,8,8,8,8,10,10,10,10,10,10,396
561,4,0,6,4,0,0,4,0,0,4,0,0,4,0,0,4,0,0,4,0,0,4,4,4,0,0,4,6,4,0,0,4,6,4,0,6,4,6,4,4,0,0,4,4,0,0,4,0,0,4,0,6,4,0,0,4,0,128
562,9,9,9,9,9,6,0,0,0,0,0,6,4,6,6,0,0,0,0,0,0,0,0,6,6,0,0,0,0,6,6,4,0,0,0,0,0,0,6,4,4,4,4,0,6,0,0,0,0,0,0,0,6,4,4,4,4,151
